target,id,date,flag,user,text,n_chars,n_words,clean_text
0,2545,Mon Jun 08 00:12:16 UTC 2009,kindle2,nyctimes,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.,112,22,still love kindle reading new york time not feel natural miss bloomingdale ad
4,2546,Mon Jun 08 00:13:48 UTC 2009,kindle2,k8tb52,I love my Kindle2. No more stacks of books to trip over on the way to the loo.,78,18,love kindle no stack book trip way loo
0,2558,Mon Jun 08 19:59:10 UTC 2009,at&t,taylorcarrigan,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",106,17,although today's keynote rocked every great announcement shit u little bit
0,2559,Mon Jun 08 19:59:50 UTC 2009,at&t,susanjane,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",131,24,not much obsession cell phone iphone slave forever
2,2560,Mon Jun 08 20:01:17 UTC 2009,at&t,stick08,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,57,10,oh see thought mhz wcdma
2,2561,Mon Jun 08 20:01:55 UTC 2009,at&t,CaptainCraigos,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,95,17,read tethering support phil joining
0,2562,Mon Jun 08 20:06:40 UTC 2009,at&t,iPhoneFuzzball,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,66,8,fuzzball fun
0,2563,Mon Jun 08 20:07:44 UTC 2009,at&t,itsolivia,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass",82,14,today good day dislike vote office indeed
4,2564,Mon Jun 08 20:46:18 UTC 2009,wave sandbox,kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,119,22,got wave sandbox invite extra excited bad class play soon enough io wave
0,2575,Tue Jun 09 03:58:11 UTC 2009,summize,auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?,68,12,look like summize gone many tweet wwdc perhaps
2,2576,Tue Jun 09 05:14:20 UTC 2009,kindle2,deedeewarren,I hope the girl at work  buys my Kindle2,40,9,hope girl work buy kindle
2,2577,Tue Jun 09 05:14:32 UTC 2009,kindle2,RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,131,18,missed insight filled may column one smart guy looking closely impressed kindle
4,2578,Tue Jun 09 05:17:27 UTC 2009,kindle2,kmozena,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen",137,23,thanks much one happy kindle winner surprised fabulous thank best kathleen
0,2579,Tue Jun 09 05:53:40 UTC 2009,iphone app,Jesssssii,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T,133,22,man kinda dislike apple right case point iphone g wish video recorder app please
4,7011,Wed Jun 10 04:03:37 UTC 2009,kindle2,jimhong,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.,144,26,kindle sony pr like physical device feel good font nice pg turn snappy enuf ui little klunky
4,7012,Wed Jun 10 04:03:53 UTC 2009,kindle2,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?",88,19,kindle seems best ereader work uk get one
4,7015,Wed Jun 10 05:24:40 UTC 2009,google,popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.",83,13,google addiction thank pointing hahaha
2,7055,Wed Jun 10 15:31:56 UTC 2009,visa card,FionaSarah,@ruby_gem My primary debit card is Visa Electron.,49,8,primary debit card visa electron
2,8051,Wed Jun 10 15:31:59 UTC 2009,visa card,MalloryRayne,Off to the bank to get my new visa platinum card,48,11,bank get new visa platinum card
0,8052,Wed Jun 10 15:32:06 UTC 2009,visa card,_abi_,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",107,20,dearest rich bastard visa card sent work screw little guy like
2,13051,Sat Jun 13 16:23:31 UTC 2009,Bobby Flay,sfkerropi6,has a date with bobby flay and gut fieri from food network,58,12,date bobby flay gut fieri food network
4,13052,Sat Jun 13 16:24:08 UTC 2009,Bobby Flay,tessalau,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!,99,17,excited seeing bobby flay guy fieri tomorrow great american food music fest
4,13053,Sat Jun 13 16:24:12 UTC 2009,Bobby Flay,ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.,73,14,gonna go see bobby flay moro shoreline eat drink gonna good
4,13054,Sat Jun 13 16:24:25 UTC 2009,Bobby Flay,annieblane,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.,129,20,can't wait great american food music festival shoreline tomorrow mmm katz pastrami bobby flay yes please
4,13055,Sat Jun 13 16:24:34 UTC 2009,Bobby Flay,LAURAcBRYAN,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.",133,29,dad ny day ate mesa grill last night met bobby flay much fun except completely lost voice today
0,13073,Sun Jun 14 04:35:33 UTC 2009,latex,NathanChalmers,Fighting with LaTex. Again...,29,4,fighting latex
0,13074,Sun Jun 14 04:35:53 UTC 2009,latex,LoonyLongbottom,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil,81,15,love want die latex devil
0,13075,Sun Jun 14 04:36:07 UTC 2009,latex,QuadError,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.",140,26,hour hour inkscape crashing normally solid rock hour latex complaining slightest thing can't take
2,13076,Sun Jun 14 21:35:58 UTC 2009,iran,musicmuse,How to Track Iran with Social Media: http://bit.ly/2BoqU,56,8,track iran social medium
0,13077,Sun Jun 14 21:36:04 UTC 2009,iran,sketoaks,Shit's hitting the fan in Iran...craziness indeed #iranelection,63,8,shit's hitting fan iran craziness indeed iranelection
0,13078,Sun Jun 14 21:36:09 UTC 2009,iran,jamespenycate,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.,140,22,monday already iran may implode kitchen disaster seems happy nice weekend great whoop
2,14045,Sat Jun 13 16:13:59 UTC 2009,aapl,boardcentral,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM),68,11,twitter stock buzz aapl e spy spx palm updated pm
4,14046,Sat Jun 13 16:23:41 UTC 2009,Bobby Flay,JimFacey,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.,117,20,getting ready test burger receipes weekend bobby flay great receipes try thanks bobby
2,14049,Sat Jun 13 16:24:03 UTC 2009,Bobby Flay,wetfishdesigns,@johncmayer is Bobby Flay joining you?,38,6,bobby flay joining
4,14050,Sat Jun 13 16:24:15 UTC 2009,Bobby Flay,A_TALL_BLONDE,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!,136,26,lam love bobby flay favorite rt need place phoenix great pepper
0,14069,Sun Jun 14 04:31:12 UTC 2009,latex,rooney_tunes,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",128,23,created first latex file scratch work well see great time waster
4,14070,Sun Jun 14 04:31:23 UTC 2009,latex,roguemovement,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!,108,19,using linux loving much nicer window looking forward using wysiwyg latex editor
4,14071,Sun Jun 14 04:31:28 UTC 2009,latex,yomcat,"After using LaTeX a lot, any other typeset mathematics just looks hideous.",74,12,using latex lot typeset mathematics look hideous
2,14072,Sun Jun 14 04:31:43 UTC 2009,latex,proggit,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7,102,12,ask programming latex indesign submitted calcio link comment
0,14073,Sun Jun 14 04:32:17 UTC 2009,latex,sam33r,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.",125,27,note hate word hate page hate latex said hate latex texn rds come kill
4,14074,Sun Jun 14 04:36:34 UTC 2009,latex,iamtheonlyjosie,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.,65,11,ahhh back real text editing environment latex
0,14075,Sun Jun 14 21:36:07 UTC 2009,iran,plutopup7,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect",94,12,trouble iran see hmm iran iran far away flockofseagullsweregeopoliticallycorrect
0,14076,Sun Jun 14 21:36:17 UTC 2009,iran,captain_pete,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...,92,15,reading tweet coming iran whole thing terrifying incredibly sad
